Ticker Name,News Summary,Sentiment,Sentiment Rating,News URL
PFE,"Caterpillar, Pfizer, Uber post mixed results. Apple, Amazon due to report second quarter results later this week",NEGATIVE,0.9992376565933228,https://finance.yahoo.com/news/stock-futures-droop-amid-mixed-earnings-after-blazing-july-stock-market-news-today-121511468.html
PFE,Innovation Passport awarded for vepdegestrant for locally-advanced breast cancer.,POSITIVE,0.9437476992607117,https://finance.yahoo.com/news/arvinas-pfizer-awarded-innovation-passport-203000619.html
PFE,Chris Boshoff appointed Chief Oncology Research and Development Officer.,POSITIVE,0.9966739416122437,https://finance.yahoo.com/news/pfizer-announces-executive-leadership-advance-104500957.html
PFE,Shares are trading at 52-week lows after weight-loss drug failed in trial. Pfizer’s dividend yield stands out as 4.56%,NEGATIVE,0.9856473207473755,https://finance.yahoo.com/news/earn-500-month-pfizer-stock-120100836.html
PFE,"BioNTech, Moderna, Radius Health are among the top five stocks to buy.",POSITIVE,0.9992000460624695,https://finance.yahoo.com/news/10-best-small-cap-pharma-185609107.html
PFE,Drugmaker sees full-year revenue in the range of $67 billion to $70 billion.,NEGATIVE,0.8220949769020081,https://finance.yahoo.com/news/pfizer-q2-earnings-snapshot-105818783.html
PFE,Company is advancing its allogeneic CAR-T cell therapy pipeline. New investor joins Caribou’s Scientific Advisory Board,POSITIVE,0.9980408549308777,https://finance.yahoo.com/news/caribou-biosciences-announces-25-million-120000433.html
PFE,"Pfizer, Merck, Vertex, Exelixis, Incyte to report second-quarter results.",NEGATIVE,0.9565234184265137,https://finance.yahoo.com/news/drug-biotech-stocks-q2-earnings-135800432.html
PFE,Drugmaker is expected to report quarterly earnings of $0.60 per share.,NEGATIVE,0.9894277453422546,https://finance.yahoo.com/news/earnings-preview-pfizer-pfe-q2-140133393.html
PFE,Data set includes all 16 patients treated in dose escalation. Upsized public offering priced at $6.5 per share with gross proceeds of $125 million,NEGATIVE,0.9935374855995178,https://finance.yahoo.com/news/caribou-biosciences-raises-125m-via-152759589.html
TSLA,Netizens ask Elon Musk about phone’s connectivity with Starlink. Tesla CEO’s tweet has already garnered more than 4.7 million views.,NEGATIVE,0.9685801267623901,https://www.livemint.com/technology/gadgets/elon-musk-shares-a-photo-of-testa-phone-boasts-can-be-used-from-mars-11690906528131.html
TSLA,August is one of the more favorable months for Tesla. EV giant’s momentum seems to have slowed down in July,NEGATIVE,0.9731018543243408,https://finbold.com/heres-the-average-tesla-stock-return-rate-for-august/
TSLA,"Elon Musk had earlier expressed interest to invest in India. Low-cost electric vehicle would be priced at $24,000 when launched",NEGATIVE,0.9726715087890625,https://auto.hindustantimes.com/auto/electric-vehicles/tesla-executives-discuss-india-entry-plans-with-countrys-invest-promotion-agency-know-more-41690777125027.html
TSLA,Elon Musk’s vision for the company revolves around a future where cars drive themselves.,POSITIVE,0.998879611492157,https://www.fool.com/investing/2023/07/31/prediction-this-ai-stock-will-be-1-of-the-top-5-la/
TSLA,Have you tried going to Newsround?,NEGATIVE,0.9915708303451538,https://www.barrons.com/articles/nio-li-auto-xpeng-deliveries-tesla-stock-price-eeb6a5a4
TSLA,Elon Musk’s ‘X’ logo unveiled on Twitter on July 24.,POSITIVE,0.9670999050140381,https://www.moneycontrol.com/news/trends/elon-musk-shares-video-of-x-logo-atop-twitters-hq-in-san-francisco-11058791.html
TSLA,Warren Buffett’s right-hand man now praises electric car company.,POSITIVE,0.9978448152542114,https://finance.yahoo.com/news/charlie-munger-calls-tesla-minor-151242552.html
TSLA,Have you tried going to Newsround?,NEGATIVE,0.9915708303451538,https://www.barrons.com/articles/toyota-earnings-tesla-stock-df22231b
BTC,MPCVault to offer self-custody via BTC Proxy protocol.,NEGATIVE,0.9959627985954285,https://finance.yahoo.com/news/leading-defi-protocol-btc-proxy-130000091.html
BTC,"CoinDesk Indicies bitcoin trend indicator puts asset at neutral. Ether, the second-largest cryptocurrency by market value, falls",NEGATIVE,0.9997323155403137,https://finance.yahoo.com/news/bitcoin-dips-below-29-2k-223459436.html
BTC,Shares of Microstrategy are up more than 10% this week on speculation.,NEGATIVE,0.9268648624420166,https://finance.yahoo.com/news/barbies-margot-robbie-bitcoin-says-154521696.html
BTC,Ether and Bitcoin also fall amid reports of attack on LeetSwap exchange.,NEGATIVE,0.999359667301178,https://finance.yahoo.com/news/bitcoin-ether-little-changed-market-014809631.html
BTC,Fed raises U.S. benchmark lending rate to 5.25% to 5.50%. Solana leads the winners after trading volume more than doubled,POSITIVE,0.9919583797454834,https://finance.yahoo.com/news/bitcoin-ether-edge-fed-raises-015856136.html
BTC,"‘It’s like being such Kens,’ Margot Robbie says. Bitcoin is ‘big Ken Energy,’ MicroStrategy CEO says",POSITIVE,0.864882230758667,https://uk.investing.com/news/cryptocurrency-news/watch-barbie-star-margot-robbie-thinks-bitcoin-talk-is-typical-ken-behavior-3102298
BTC,"MKR, CNC plunge on Conic Finance exploit. Bitcoin options expiry next week seen as bullish for crypto market",NEGATIVE,0.9994691014289856,https://finance.yahoo.com/news/bitcoin-dawdles-below-30k-investors-214640218.html
BTC,New York judge disagreed with earlier ruling. Ripple Labs says ruling makes regulatory clarity more clear,NEGATIVE,0.9241886138916016,https://finance.yahoo.com/news/crypto-stocks-sag-after-us-judge-gives-new-boost-to-sec-174539890.html
BTC,Coinbase CEO says SEC asked it to delist crypto assets. Armstrong says recommendation left ‘no choice but to head to court’,NEGATIVE,0.9983410835266113,https://finance.yahoo.com/news/sec-told-coinbase-stop-trading-045627668.html
BTC,bounties will be active through the end of this year.,POSITIVE,0.9985836744308472,https://finance.yahoo.com/news/human-rights-foundation-launches-bug-031658499.html
ZI,Purchases by Goldman Sachs International under authority granted by shareholders at Annual General Meeting.,NEGATIVE,0.8436133861541748,https://finance.yahoo.com/news/intercontinental-hotels-group-plc-announces-060000257.html
ZI,Revenue guidance for the third quarter was weaker than expected. Shares are down 15% so far this year,NEGATIVE,0.9997338652610779,https://finance.yahoo.com/news/zoominfo-shares-fall-missing-revenue-162551893.html
ZI,"The euro has experienced a pullback, raising questions about the strength of the U.S. dollar. Market participants are closely monitoring the situation, especially as the Federal Reserve meeting",NEGATIVE,0.8222851157188416,https://finance.yahoo.com/news/eur-usd-forecast-euro-continues-140005878.html
ZI,Fed raises U.S. benchmark lending rate to 5.25% to 5.50%. Solana leads the winners after trading volume more than doubled,POSITIVE,0.9919583797454834,https://finance.yahoo.com/news/bitcoin-ether-edge-fed-raises-015856136.html
ZI,View our latest analysis for Adobe Could the stock still be trading at a cheap price?,NEGATIVE,0.9992864727973938,https://finance.yahoo.com/news/time-consider-buying-adobe-inc-140022062.html
ZI,"ADI to create hundreds of new, long-term jobs in Oregon. Site to nearly double production output, serving customers in critical industries",NEGATIVE,0.7474432587623596,https://finance.yahoo.com/news/analog-devices-invests-more-1-225500104.html
ZI,"Stocks in this week’s article are lululemon athletica, Coca Cola Femsa, Hilton Worldwide and ServiceNow.",NEGATIVE,0.9628205895423889,https://finance.yahoo.com/news/zacks-com-featured-highlights-lululemon-103100682.html
ZI,Every investor in ZoomInfo Technologies should be aware of the most powerful shareholder groups.,POSITIVE,0.9965654015541077,https://finance.yahoo.com/news/65-ownership-shares-zoominfo-technologies-100712647.html
ZI,Fund’s net return was 8.1% in second quarter 2023. PayPal was detractor from performance during the quarter: Wedgewood,NEGATIVE,0.9984241724014282,https://finance.yahoo.com/news/paypal-holdings-pypl-fell-investors-094217062.html
ZI,"Conference call to be held on August 3, 2023 at 8:00 am Eastern time.",POSITIVE,0.9159135818481445,https://finance.yahoo.com/news/lemonade-announce-second-quarter-2023-180800471.html
